lat,lng,duration,distance,city
-36.75341,-36.75341,2463,13604,Auckland
-36.764715,-36.764715,2153,13125,Auckland
-36.869384,-36.869384,1051,6101,Auckland
-36.891195,-36.891195,2233,9689,Auckland
-36.909774,-36.909774,2452,15482,Auckland
-36.928187,-36.928187,3243,18108,Auckland
-36.915052,-36.915052,3972,20915,Auckland
-36.881081,-36.881081,2295,9547,Auckland
-36.883888,-36.883888,1860,10915,Auckland
-36.871341,-36.871341,1462,7782,Auckland
-36.888203,-36.888203,2545,9778,Auckland
-36.90574,-36.90574,3952,15083,Auckland
-36.887579,-36.887579,2694,10091,Auckland
-36.844281,-36.844281,4250,26850,Auckland
-36.874462,-36.874462,3361,24019,Auckland
-36.878511,-36.878511,3441,18480,Auckland
-36.888195,-36.888195,3357,17556,Auckland
-36.89256,-36.89256,3695,20098,Auckland
-36.906888,-36.906888,3818,21983,Auckland
-36.726959,-36.726959,3627,19656,Auckland
-36.794228,-36.794228,2299,12784,Auckland
-36.908107,-36.908107,2712,15777,Auckland
-36.884636,-36.884636,1875,10941,Auckland
-36.866223,-36.866223,1404,6514,Auckland
-36.922123,-36.922123,1810,13455,Auckland
-36.908143,-36.908143,1999,14641,Auckland
-36.869178,-36.869178,1254,6381,Auckland
-36.851308,-36.851308,1938,12174,Auckland
-37.06526,-37.06526,3336,31528,Auckland
-37.022488,-37.022488,2953,25271,Auckland
-36.999136,-36.999136,2739,26012,Auckland
-36.979706,-36.979706,2288,18373,Auckland
-36.909307,-36.909307,2533,15560,Auckland
-36.931649,-36.931649,3623,18901,Auckland
-36.840413,-36.840413,5148,20780,Auckland
-36.908556,-36.908556,3787,24060,Auckland
-37.019107,-37.019107,3376,23899,Auckland
-36.957728,-36.957728,3014,17879,Auckland
-36.917653,-36.917653,2578,16517,Auckland
-36.944234,-36.944234,3731,28430,Auckland
-36.75341,-36.75341,2463,13604,Auckland
-36.764715,-36.764715,2153,13125,Auckland
-36.869384,-36.869384,1051,6101,Auckland
-36.891195,-36.891195,2233,9689,Auckland
-36.909774,-36.909774,2452,15482,Auckland
-36.928187,-36.928187,3243,18108,Auckland
-36.915052,-36.915052,3972,20915,Auckland
-36.881081,-36.881081,2295,9547,Auckland
-36.883888,-36.883888,1860,10915,Auckland
-36.871341,-36.871341,1462,7782,Auckland
-36.888203,-36.888203,2545,9778,Auckland
-36.90574,-36.90574,3952,15083,Auckland
-36.887579,-36.887579,2694,10091,Auckland
-36.844281,-36.844281,4250,26850,Auckland
-36.874462,-36.874462,3361,24019,Auckland
-36.878511,-36.878511,3441,18480,Auckland
-36.888195,-36.888195,3357,17556,Auckland
-36.89256,-36.89256,3695,20098,Auckland
-36.906888,-36.906888,3818,21983,Auckland
-36.726959,-36.726959,3627,19656,Auckland
-36.794228,-36.794228,2299,12784,Auckland
-36.908107,-36.908107,2712,15777,Auckland
-36.884636,-36.884636,1875,10941,Auckland
-36.866223,-36.866223,1404,6514,Auckland
-36.922123,-36.922123,1810,13455,Auckland
-36.908143,-36.908143,1999,14641,Auckland
-36.869178,-36.869178,1254,6381,Auckland
-36.851308,-36.851308,1938,12174,Auckland
-37.06526,-37.06526,3336,31528,Auckland
-37.022488,-37.022488,2953,25271,Auckland
-36.999136,-36.999136,2739,26012,Auckland
-36.979706,-36.979706,2288,18373,Auckland
-36.909307,-36.909307,2533,15560,Auckland
-36.931649,-36.931649,3623,18901,Auckland
-36.840413,-36.840413,5148,20780,Auckland
-36.908556,-36.908556,3787,24060,Auckland
-37.019107,-37.019107,3376,23899,Auckland
-36.957728,-36.957728,3014,17879,Auckland
-36.917653,-36.917653,2578,16517,Auckland
-36.944234,-36.944234,3731,28430,Auckland
-36.75341,-36.75341,2463,13604,Auckland
-36.764715,-36.764715,2153,13125,Auckland
-36.869384,-36.869384,1051,6101,Auckland
-36.891195,-36.891195,2233,9689,Auckland
-36.909774,-36.909774,2452,15482,Auckland
-36.928187,-36.928187,3243,18108,Auckland
-36.915052,-36.915052,3972,20915,Auckland
-36.881081,-36.881081,2295,9547,Auckland
-36.883888,-36.883888,1860,10915,Auckland
-36.871341,-36.871341,1462,7782,Auckland
-36.888203,-36.888203,2545,9778,Auckland
-36.90574,-36.90574,3952,15083,Auckland
-36.887579,-36.887579,2694,10091,Auckland
-36.844281,-36.844281,4250,26850,Auckland
-36.874462,-36.874462,3361,24019,Auckland
-36.878511,-36.878511,3441,18480,Auckland
-36.888195,-36.888195,3357,17556,Auckland
-36.89256,-36.89256,3695,20098,Auckland
-36.906888,-36.906888,3818,21983,Auckland
-36.726959,-36.726959,3627,19656,Auckland
-36.794228,-36.794228,2299,12784,Auckland
-36.908107,-36.908107,2712,15777,Auckland
-36.884636,-36.884636,1875,10941,Auckland
-36.866223,-36.866223,1404,6514,Auckland
-36.922123,-36.922123,1810,13455,Auckland
-36.908143,-36.908143,1999,14641,Auckland
-36.869178,-36.869178,1254,6381,Auckland
-36.851308,-36.851308,1938,12174,Auckland
-37.06526,-37.06526,3336,31528,Auckland
-37.022488,-37.022488,2953,25271,Auckland
-36.999136,-36.999136,2739,26012,Auckland
-36.979706,-36.979706,2288,18373,Auckland
-36.909307,-36.909307,2533,15560,Auckland
-36.931649,-36.931649,3623,18901,Auckland
-36.840413,-36.840413,5148,20780,Auckland
-36.908556,-36.908556,3787,24060,Auckland
-37.019107,-37.019107,3376,23899,Auckland
-36.957728,-36.957728,3014,17879,Auckland
-36.917653,-36.917653,2578,16517,Auckland
-36.944234,-36.944234,3731,28430,Auckland
