lat,lng,duration,distance,city
-43.58464,-43.58464,1169,14780,Christchurch
-43.590017,-43.590017,1100,9617,Christchurch
-43.602402,-43.602402,1153,11715,Christchurch
-43.531238,-43.531238,1228,12388,Christchurch
-43.512321,-43.512321,1334,11551,Christchurch
-43.514897,-43.514897,1011,9187,Christchurch
-43.508775,-43.508775,786,6857,Christchurch
-43.489716,-43.489716,1089,10203,Christchurch
-43.473698,-43.473698,805,7180,Christchurch
-43.444412,-43.444412,1086,11153,Christchurch
-43.432633,-43.432633,1137,12783,Christchurch
-43.473675,-43.473675,952,8871,Christchurch
-43.474927,-43.474927,1084,11111,Christchurch
-43.485921,-43.485921,1086,10485,Christchurch
-43.495385,-43.495385,924,8700,Christchurch
-43.506262,-43.506262,932,8711,Christchurch
-43.523699,-43.523699,905,9066,Christchurch
-43.51094,-43.51094,901,8510,Christchurch
-43.510391,-43.510391,794,6948,Christchurch
-43.500099,-43.500099,780,7246,Christchurch
-43.507975,-43.507975,691,5276,Christchurch
-43.497648,-43.497648,562,4443,Christchurch
-43.508075,-43.508075,462,3328,Christchurch
-43.517584,-43.517584,489,3361,Christchurch
-43.517167,-43.517167,701,6150,Christchurch
-43.516633,-43.516633,633,5331,Christchurch
-43.533701,-43.533701,616,4742,Christchurch
-43.547308,-43.547308,711,5487,Christchurch
-43.562376,-43.562376,758,5799,Christchurch
-43.549292,-43.549292,634,3940,Christchurch
-43.557992,-43.557992,586,3059,Christchurch
-43.567808,-43.567808,714,4222,Christchurch
-43.558384,-43.558384,628,4281,Christchurch
-43.57008,-43.57008,905,6645,Christchurch
-43.552464,-43.552464,916,9120,Christchurch
-43.53168,-43.53168,879,5823,Christchurch
-43.551946,-43.551946,1013,13092,Christchurch
-43.543456,-43.543456,1220,14928,Christchurch
-43.520093,-43.520093,1195,12880,Christchurch
-43.576125,-43.576125,977,8700,Christchurch
-43.574413,-43.574413,1391,13998,Christchurch
-43.512949,-43.512949,421,2856,Christchurch
-43.541852,-43.541852,489,2911,Christchurch
-43.531884,-43.531884,392,2115,Christchurch
-43.563748,-43.563748,734,4952,Christchurch
-43.479607,-43.479607,1025,10494,Christchurch
-43.516836,-43.516836,862,7271,Christchurch
-43.641843,-43.641843,1489,21915,Christchurch
-43.58191,-43.58191,1606,23114,Christchurch
-43.518595,-43.518595,649,5225,Christchurch
